company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Lattice,lattice.com,San Francisco,CA,United States,712,http://www.linkedin.com/company/lattice-hq,2015,Analytics,536,540,149749600,61,saas,"Khosla Ventures, Thrive Capital, Y Combinator",,,3000000000,$160.5M,https://www.growjo.com/company/Lattice,https://www.indeed.com/jobs?q=company%3A(Lattice),33%,For Contact Direct Phone Numbers and Emails see Lead411
Solid Power,solidpowerbattery.com,Louisville,CO,United States,160,http://www.linkedin.com/company/solid-power,2011,Environmental,537,541,37926000,1,,,,,,$381.5M,https://www.growjo.com/company/Solid_Power,https://www.indeed.com/jobs?q=company%3A(Solid Power),65%,For Contact Direct Phone Numbers and Emails see Lead411
ColorStack,colorstack.org,Freeport,NY,USA,224,http://www.linkedin.com/company/colorstack,2020,Tech Services,538,542,37163500,1,,,,,,,https://www.growjo.com/company/ColorStack,https://www.indeed.com/jobs?q=company%3A(ColorStack),421%,For Contact Direct Phone Numbers and Emails see Lead411
Human Interest,humaninterest.com,San Francisco,CA,United States,700,http://www.linkedin.com/company/humaninterest,2015,Fintech,539,543,182182000,42,"saas, E-Commerce,Finance,Human Resources Hr",Wing Venture Capital,Y Combinator,B2B,1000000000,$336.7M,https://www.growjo.com/company/Human_Interest,https://www.indeed.com/jobs?q=company%3A(Human Interest),26%,For Contact Direct Phone Numbers and Emails see Lead411
AltoIRA,altoira.com,Nashville,TN,United States,114,http://www.linkedin.com/company/altoira,2016,Fintech,540,544,22360000,6,"fintech, saas",,,,,$70.3M,https://www.growjo.com/company/AltoIRA,https://www.indeed.com/jobs?q=company%3A(AltoIRA),87%,For Contact Direct Phone Numbers and Emails see Lead411
Snapshots,snapshots.com,Winter Park,FL,United States,83,http://www.linkedin.com/company/snapshots,2012,Tech Services,541,545,12470000,1,,,,,,,https://www.growjo.com/company/Snapshots,https://www.indeed.com/jobs?q=company%3A(Snapshots),419%,For Contact Direct Phone Numbers and Emails see Lead411
EquityBee,equitybee.com,Palo Alto,CA,United States,97,http://www.linkedin.com/company/equitybee,2017,Fintech,542,546,13260000,12,"Finance Technology, Fin Tech",,,,,$85.3M,https://www.growjo.com/company/EquityBee,https://www.indeed.com/jobs?q=company%3A(EquityBee),80%,For Contact Direct Phone Numbers and Emails see Lead411
CoreStack,corestack.io,Bellevue,WA,United States,282,http://www.linkedin.com/company/corestack,2016,Tech Services,543,547,46139000,11,saas,,,,,$45.7M,https://www.growjo.com/company/CoreStack,https://www.indeed.com/jobs?q=company%3A(CoreStack),73%,For Contact Direct Phone Numbers and Emails see Lead411
MidOcean Partners,midoceanpartners.com,New York,NY,United States,121,http://www.linkedin.com/company/midocean-partners,2003,Investments,544,548,28829000,1,"Finance,Investment Services",,,B2B,,,https://www.growjo.com/company/MidOcean_Partners,https://www.indeed.com/jobs?q=company%3A(MidOcean Partners),19%,For Contact Direct Phone Numbers and Emails see Lead411
Summus,summusglobal.com,New York,NY,United States,72,http://www.linkedin.com/company/summus-inc.,2015,Digital Health,545,549,11060000,1,,,,,,,https://www.growjo.com/company/Summus,https://www.indeed.com/jobs?q=company%3A(Summus),260%,For Contact Direct Phone Numbers and Emails see Lead411
STAG Industrial,stagindustrial.com,Boston,MA,United States,102,http://www.linkedin.com/company/stag-capital-partners,,Real Estate,546,550,544490000,1,"Finance,Real Estate",,,,7629000000,$200M,https://www.growjo.com/company/STAG_Industrial,https://www.indeed.com/jobs?q=company%3A(STAG Industrial),3%,For Contact Direct Phone Numbers and Emails see Lead411
Tropic,tropicapp.io,New York,NY,United States,217,http://www.linkedin.com/company/tropicapp,,Software,547,551,39216000,1,,,,,,$67.1M,https://www.growjo.com/company/Tropic,https://www.indeed.com/jobs?q=company%3A(Tropic),175%,For Contact Direct Phone Numbers and Emails see Lead411
OctoML,octoml.ai,Seattle,WA,United States,121,http://www.linkedin.com/company/octoml,,Tech Services,548,552,18415000,1,,,,,,$131.9M,https://www.growjo.com/company/OctoML,https://www.indeed.com/jobs?q=company%3A(OctoML),30%,For Contact Direct Phone Numbers and Emails see Lead411
Mattress Warehouse,sleephappens.com,Ballenger Creek,MD,United States,505,http://www.linkedin.com/company/mattress-warehouse-inc,,Retail,549,553,180465000,1,,,,,,,https://www.growjo.com/company/Mattress_Warehouse,https://www.indeed.com/jobs?q=company%3A(Mattress Warehouse),7%,For Contact Direct Phone Numbers and Emails see Lead411
Wealth Enhancement Group,wealthenhancement.com,Plymouth,MN,United States,886,http://www.linkedin.com/company/wealth-enhancement-group,1997,Fintech,550,554,206388000,2,"Finance,Investment Services",,,B2B,,,https://www.growjo.com/company/Wealth_Enhancement_Group,https://www.indeed.com/jobs?q=company%3A(Wealth Enhancement Group),14%,For Contact Direct Phone Numbers and Emails see Lead411
Skyflow,skyflow.com,Palo Alto,CA,United States,118,http://www.linkedin.com/company/skyflow,,Analytics,551,555,17360000,5,"Analytics, Machine Learning, Privacy, Data Privacy",,,,,$70M,https://www.growjo.com/company/Skyflow,https://www.indeed.com/jobs?q=company%3A(Skyflow),168%,For Contact Direct Phone Numbers and Emails see Lead411
Center Senior High School,center.k12.mo.us,Kansas City,MO,United States,396,http://www.linkedin.com/company/center-senior-high-school,,Education,552,556,107775000,,,,,,,,https://www.growjo.com/company/Center_Senior_High_School,https://www.indeed.com/jobs?q=company%3A(Center Senior High School),428%,For Contact Direct Phone Numbers and Emails see Lead411
Golinks,golinks.io,San Jose,CA,United States,84,http://www.linkedin.com/company/golinks,2017,Tech Services,553,557,12615000,1,,,,,,,https://www.growjo.com/company/Golinks,https://www.indeed.com/jobs?q=company%3A(Golinks),342%,For Contact Direct Phone Numbers and Emails see Lead411
Iteris,iteris.com,Santa Ana,CA,United States,597,http://www.linkedin.com/company/iteris-inc-,2004,Tech Services,554,558,300000000,1,,,,,,$6.5M,https://www.growjo.com/company/Iteris,https://www.indeed.com/jobs?q=company%3A(Iteris),5%,For Contact Direct Phone Numbers and Emails see Lead411
Vivun,vivun.com,Oakland,CA,United States,149,http://www.linkedin.com/company/vivun,2018,Support/CRM Tech,555,559,23478000,13,saas,,,,,$56M,https://www.growjo.com/company/Vivun,https://www.indeed.com/jobs?q=company%3A(Vivun),20%,For Contact Direct Phone Numbers and Emails see Lead411
Moody Center ATX,moodycenteratx.com,Austin,TX,United States,94,http://www.linkedin.com/company/moodycenteratx,2019,Entertainment,556,560,23780000,1,,,,,,,https://www.growjo.com/company/Moody_Center_ATX,https://www.indeed.com/jobs?q=company%3A(Moody Center ATX),370%,For Contact Direct Phone Numbers and Emails see Lead411
Genvid Technologies,genvidtech.com,New York,NY,United States,151,http://www.linkedin.com/company/genvid-technologies-inc,2016,Media,557,561,35039625,2,,,,,,$166M,https://www.growjo.com/company/Genvid_Technologies,https://www.indeed.com/jobs?q=company%3A(Genvid Technologies),27%,For Contact Direct Phone Numbers and Emails see Lead411
Owner.com,owner.com,Palo Alto,CA,USA,153,http://www.linkedin.com/company/owner-com,,Tech Services,558,562,25360500,1,,,,,,,https://www.growjo.com/company/Owner.com,https://www.indeed.com/jobs?q=company%3A(Owner.com),256%,For Contact Direct Phone Numbers and Emails see Lead411
Rexford Industrial,rexfordindustrial.com,Los Angeles,CA,United States,221,http://www.linkedin.com/company/rexford-industrial,2001,Real Estate,559,563,408180000,21,Real Estate,,,,11216000000,$1.2M,https://www.growjo.com/company/Rexford_Industrial,https://www.indeed.com/jobs?q=company%3A(Rexford Industrial),18%,For Contact Direct Phone Numbers and Emails see Lead411
Hello Heart,helloheart.com,Palo Alto,CA,United States,215,http://www.linkedin.com/company/hello-doctor-ltd-,2013,Digital Health,560,564,34013000,2,"Fitness and Wellness,Healthcare,Mobile,Pharmaceuticals",BlueRun Ventures,,B2C,,$68.2M,https://www.growjo.com/company/Hello_Heart,https://www.indeed.com/jobs?q=company%3A(Hello Heart),111%,For Contact Direct Phone Numbers and Emails see Lead411
MyHome,myhomeapp.io,Kuwait City,,Kuwait,424,http://www.linkedin.com/company/moqawalat.com,2014,Tech Services,561,565,79931250,1,,,,,,,https://www.growjo.com/company/MyHome,https://www.indeed.com/jobs?q=company%3A(MyHome),444%,For Contact Direct Phone Numbers and Emails see Lead411
Inxeption,inxeption.com,Brisbane,CA,United States,298,http://www.linkedin.com/company/inxeption,2017,eCommerceTech,562,566,43193500,1,,"Coatue Management, BMO Capital, Schonfeld Strategic Advisors",,,3000000000,$336.5M,https://www.growjo.com/company/Inxeption,https://www.indeed.com/jobs?q=company%3A(Inxeption),25%,For Contact Direct Phone Numbers and Emails see Lead411
Nasuni,nasuni.com,Boston,MA,United States,457,http://www.linkedin.com/company/nasuni,2009,Tech Services,563,567,88392000,19,saas,Telstra Ventures,,,,$187M,https://www.growjo.com/company/Nasuni,https://www.indeed.com/jobs?q=company%3A(Nasuni),28%,For Contact Direct Phone Numbers and Emails see Lead411
Sole Source Capital,solesourcecapital.com,Santa Monica,CA,United States,30,http://www.linkedin.com/company/sole-source-capital-llc,2016,Fintech,564,568,3952000,1,,,,,,,https://www.growjo.com/company/Sole_Source_Capital,https://www.indeed.com/jobs?q=company%3A(Sole Source Capital),36%,For Contact Direct Phone Numbers and Emails see Lead411
Steward Partners Global Advisory,stewardpartners.com,Washington,DC,United States,305,http://www.linkedin.com/company/steward-partners-global-advisory,2013,Fintech,565,569,52832000,3,,,,,,$4.9M,https://www.growjo.com/company/Steward_Partners_Global_Advisory,https://www.indeed.com/jobs?q=company%3A(Steward Partners Global Advisory),9%,For Contact Direct Phone Numbers and Emails see Lead411
Pipe,pipe.com,Miami,FL,United States,216,http://www.linkedin.com/company/pipetechnologies,2019,Fintech,566,570,31723250,5,saas,,,,2000000000,$316M,https://www.growjo.com/company/Pipe,https://www.indeed.com/jobs?q=company%3A(Pipe),50%,For Contact Direct Phone Numbers and Emails see Lead411
ABL Space Systems,ablspacesystems.com,El Segundo,CA,United States,286,http://www.linkedin.com/company/abl-space-systems,2017,Aviation,567,571,79335000,1,"Internet, Information Technology, Space Travel","T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",,,2400000000,$419M,https://www.growjo.com/company/ABL_Space_Systems,https://www.indeed.com/jobs?q=company%3A(ABL Space Systems),23%,For Contact Direct Phone Numbers and Emails see Lead411
Surfaces Group,surfaces-group.it,Sotto,,Italy,203,http://www.linkedin.com/company/surfaces-group,2015,Chemicals,568,572,,1,,,,,,,https://www.growjo.com/company/Surfaces_Group,https://www.indeed.com/jobs?q=company%3A(Surfaces Group),408%,For Contact Direct Phone Numbers and Emails see Lead411
BurnAlong,burnalong.com,Baltimore,MD,United States,94,http://www.linkedin.com/company/burnalong,2016,Digital Health,569,573,13860000,13,"Corporate Wellness, Health and Wellness",,,,,$16M,https://www.growjo.com/company/BurnAlong,https://www.indeed.com/jobs?q=company%3A(BurnAlong),24%,For Contact Direct Phone Numbers and Emails see Lead411
Overhaul,over-haul.com,Austin,TX,United States,258,http://www.linkedin.com/company/overhaul-inc.,2016,Logistics,570,574,88854125,30,,,,,,$64M,https://www.growjo.com/company/Overhaul,https://www.indeed.com/jobs?q=company%3A(Overhaul),25%,For Contact Direct Phone Numbers and Emails see Lead411
Picus Security,picussecurity.com,San Francisco,CA,United States,222,http://www.linkedin.com/company/picus-security,2013,Tech Services,571,575,36318875,1,,,,,,$32M,https://www.growjo.com/company/Picus_Security,https://www.indeed.com/jobs?q=company%3A(Picus Security),78%,For Contact Direct Phone Numbers and Emails see Lead411
RBCx,rbcx.com,Toronto,ON,CAN,509,http://www.linkedin.com/company/rbcx,2021,Finance,572,576,160387500,,,,,,,,https://www.growjo.com/company/RBCx,https://www.indeed.com/jobs?q=company%3A(RBCx),453%,For Contact Direct Phone Numbers and Emails see Lead411
RealEstate.com,zillowgroup.com,Seattle,WA,United States,552,http://www.linkedin.com/company/realestate.com,,Real Estate,573,577,113812500,,,,,,,,https://www.growjo.com/company/RealEstate.com,https://www.indeed.com/jobs?q=company%3A(RealEstate.com),10%,For Contact Direct Phone Numbers and Emails see Lead411
Yellowbrick Data,yellowbrick.com,Palo Alto,CA,United States,170,http://www.linkedin.com/company/yellowbrickdata,2014,Analytics,574,578,26939500,5,saas,,,,,$248M,https://www.growjo.com/company/Yellowbrick_Data,https://www.indeed.com/jobs?q=company%3A(Yellowbrick Data),18%,For Contact Direct Phone Numbers and Emails see Lead411
TemperPack,temperpack.com,Richmond,VA,United States,183,http://www.linkedin.com/company/temperpack,,Environmental,575,579,43344000,11,"Bio-Pharm, Sustainability, Consumer Packaged Goods",Revolution Growth,,,,$68.9M,https://www.growjo.com/company/TemperPack,https://www.indeed.com/jobs?q=company%3A(TemperPack),15%,For Contact Direct Phone Numbers and Emails see Lead411
Mediafly,mediafly.com,Chicago,IL,United States,221,http://www.linkedin.com/company/mediafly,2006,Martech,576,580,34916000,1,"Analytics,Enterprise Software,Human Resources Hr,Marketing,Marketing Analytics saas",Boathouse Capital,,B2B,,$59.7M,https://www.growjo.com/company/Mediafly,https://www.indeed.com/jobs?q=company%3A(Mediafly),20%,For Contact Direct Phone Numbers and Emails see Lead411
Distributed Solar Development,dsdrenewables.com,Schenectady,NY,United States,218,http://www.linkedin.com/company/distributed-solar-development,2019,Environmental,577,581,51696750,1,,,,,,$820M,https://www.growjo.com/company/Distributed_Solar_Development,https://www.indeed.com/jobs?q=company%3A(Distributed Solar Development),20%,For Contact Direct Phone Numbers and Emails see Lead411
New Mountain Capital,newmountaincapital.com,New York,NY,United States,258,http://www.linkedin.com/company/new-mountain-capital,1999,Investments,578,582,66130775,1,,,,,,$54.5M,https://www.growjo.com/company/New_Mountain_Capital,https://www.indeed.com/jobs?q=company%3A(New Mountain Capital),18%,For Contact Direct Phone Numbers and Emails see Lead411
Nikola Labs,nikola.tech,Westerville,OH,USA,87,http://www.linkedin.com/company/nikola-labs-llc,2014,Engineering,579,583,9100000,1,"Consumer Electronics, Industrial Automation, Internet of Things, Wireless Charging",,,,,$10.1M,https://www.growjo.com/company/Nikola_Labs,https://www.indeed.com/jobs?q=company%3A(Nikola Labs),74%,For Contact Direct Phone Numbers and Emails see Lead411
MNC,mattnoyceconsulting.com.au,Sydney,New South Wales,AUS,704,http://www.linkedin.com/company/matt-noyce-consulting,2010,Insurance,580,584,264572000,,,,,,,,https://www.growjo.com/company/MNC,https://www.indeed.com/jobs?q=company%3A(MNC),507%,For Contact Direct Phone Numbers and Emails see Lead411
Alma,helloalma.com,New York,NY,United States,624,http://www.linkedin.com/company/helloalma,2018,Digital Health,581,585,116459000,5,"Healthcare, Technology, Health and Wellness, Mental Health",,,,,$90.5M,https://www.growjo.com/company/Alma,https://www.indeed.com/jobs?q=company%3A(Alma),90%,For Contact Direct Phone Numbers and Emails see Lead411
Middleby Corporation,middleby.com,Elgin,IL,United States,426,http://www.linkedin.com/company/middleby-corporation,1888,Machinery,582,586,3110000000,1,,,,,10973000000,$24.1M,https://www.growjo.com/company/Middleby_Corporation,https://www.indeed.com/jobs?q=company%3A(Middleby Corporation),5%,For Contact Direct Phone Numbers and Emails see Lead411
Jackpocket,jackpocket.com,Brooklyn,NY,United States,145,http://www.linkedin.com/company/jackpocket,2013,Tech Services,583,587,23693000,2,"E-Commerce,Finance,Gaming,Human Resources Hr,Mobile,Payments",Conductive Ventures,,B2C,,$249.6M,https://www.growjo.com/company/Jackpocket,https://www.indeed.com/jobs?q=company%3A(Jackpocket),15%,For Contact Direct Phone Numbers and Emails see Lead411
Greenlight Financial Technology,greenlightcard.com,Atlanta,GA,United States,551,http://www.linkedin.com/company/greenlightcard,2014,Fintech,584,588,95592900,23,,"Relay Ventures, TTV Capital, Canapi Ventures",,,1200000000,$556.5M,https://www.growjo.com/company/Greenlight_Financial_Technology,https://www.indeed.com/jobs?q=company%3A(Greenlight Financial Technology),5%,For Contact Direct Phone Numbers and Emails see Lead411
Anyscale,anyscale.com,San Francisco,CA,United States,286,http://www.linkedin.com/company/joinanyscale,2019,AI,585,589,45150000,1,Internet TV,"Andreessen Horowitz, Intel Capital, Foundation Capital",,,1000000000,$160M,https://www.growjo.com/company/Anyscale,https://www.indeed.com/jobs?q=company%3A(Anyscale),101%,For Contact Direct Phone Numbers and Emails see Lead411
Roofstock,roofstock.com,Oakland,CA,United States,469,http://www.linkedin.com/company/roofstock,2015,Fintech,586,590,108470700,2,"Marketplace,Investment Services,Real Estate",SoftBank Vision Fund 2,,B2B,1900000000,$270M,https://www.growjo.com/company/Roofstock,https://www.indeed.com/jobs?q=company%3A(Roofstock),4%,For Contact Direct Phone Numbers and Emails see Lead411
Oxford Finance,oxfordfinance.com,Alexandria,VA,United States,78,http://www.linkedin.com/company/oxford-finance-llc,,Fintech,587,591,10660000,1,,,,,,,https://www.growjo.com/company/Oxford_Finance,https://www.indeed.com/jobs?q=company%3A(Oxford Finance),15%,For Contact Direct Phone Numbers and Emails see Lead411
Kate Farms,katefarms.com,Santa Barbara,CA,United States,229,http://www.linkedin.com/company/kate-farms-inc-,2012,Food,588,592,69660000,10,,,,,,$113M,https://www.growjo.com/company/Kate_Farms,https://www.indeed.com/jobs?q=company%3A(Kate Farms),11%,For Contact Direct Phone Numbers and Emails see Lead411
Grow Therapy,growtherapy.com,New York,NY,United States,335,http://www.linkedin.com/company/grow-therapy,2020,Hospital/Healthcare,589,593,145800000,1,,,,,,,https://www.growjo.com/company/Grow_Therapy,https://www.indeed.com/jobs?q=company%3A(Grow Therapy),285%,For Contact Direct Phone Numbers and Emails see Lead411
CloudTrucks,cloudtrucks.com,SAN FRANCISCO,CA,United States,142,http://www.linkedin.com/company/cloudtrucks,,CRM,590,594,14640000,1,,,,,850000000,$141.6M,https://www.growjo.com/company/CloudTrucks,https://www.indeed.com/jobs?q=company%3A(CloudTrucks),100%,For Contact Direct Phone Numbers and Emails see Lead411
Coin Metrics,coinmetrics.io,Boston,MA,United States,107,http://www.linkedin.com/company/coinmetrics,,Fintech,591,595,14560000,1,,,,,,$22.9M,https://www.growjo.com/company/Coin_Metrics,https://www.indeed.com/jobs?q=company%3A(Coin Metrics),70%,For Contact Direct Phone Numbers and Emails see Lead411
HUNGRY Marketplace,tryhungry.com,Rosslyn ,VA,United States,273,http://www.linkedin.com/company/tryhungry,2016,Food,592,596,83301750,1,,,,,,$30.6M,https://www.growjo.com/company/HUNGRY_Marketplace,https://www.indeed.com/jobs?q=company%3A(HUNGRY Marketplace),41%,For Contact Direct Phone Numbers and Emails see Lead411
Adlumin,adlumin.com,Washington,DC,United States,92,http://www.linkedin.com/company/adlumin-inc.,2016,Analytics,593,597,13580000,1,,,,,,$47.9M,https://www.growjo.com/company/Adlumin,https://www.indeed.com/jobs?q=company%3A(Adlumin),241%,For Contact Direct Phone Numbers and Emails see Lead411
Augury,augury.com,New York,NY,United States,401,http://www.linkedin.com/company/augury-systems,2012,AI,594,598,74853800,25,"IIoT, AI, ML, Machine Health, Industrial Analytics, Analytics, Hardware, Internet of Things, saas","Insight, First Round, Eclipse, Qumra, Qualcomm Ventures",,B2B,1000000000,$294M,https://www.growjo.com/company/Augury,https://www.indeed.com/jobs?q=company%3A(Augury),15%,For Contact Direct Phone Numbers and Emails see Lead411
Teachnook,teachnook.com,Bengaluru,,Ind,775,https://www.linkedin.com/company/teachnook,2021,E-Learning Providers,595,599,,,,,,,,,https://www.growjo.com/company/Teachnook,https://www.indeed.com/jobs?q=company%3A(Teachnook),501%,For Contact Direct Phone Numbers and Emails see Lead411
Bhanzu,bhanzu.com,Hyderabad,Telangana,India,505,http://www.linkedin.com/company/bhanzu,2020,Education,596,600,,,,,,,,,https://www.growjo.com/company/Bhanzu,https://www.indeed.com/jobs?q=company%3A(Bhanzu),443%,For Contact Direct Phone Numbers and Emails see Lead411
Bhanzu,bhanzu.com/book-demo,Hyderabad,,Ind,505,https://www.linkedin.com/company/bhanzu,2020,Education,597,601,137475000,,,,,,,,https://www.growjo.com/company/Bhanzu,https://www.indeed.com/jobs?q=company%3A(Bhanzu),443%,For Contact Direct Phone Numbers and Emails see Lead411
Pure Watercraft,purewatercraft.com,Seattle,WA,United States,83,http://www.linkedin.com/company/pure-watercraft,2011,Sports,598,602,13920000,1,"Clean Technology, Automotive, Electric Vehicles, Boating Industry",,,,,$39.6M,https://www.growjo.com/company/Pure_Watercraft,https://www.indeed.com/jobs?q=company%3A(Pure Watercraft),38%,For Contact Direct Phone Numbers and Emails see Lead411
Norse Atlantic Airways,flynorse.com,Arendal,,Norway,411,http://www.linkedin.com/company/flynorse,2021,Aviation,599,603,165435000,1,,,,,,,https://www.growjo.com/company/Norse_Atlantic_Airways,https://www.indeed.com/jobs?q=company%3A(Norse Atlantic Airways),427%,For Contact Direct Phone Numbers and Emails see Lead411
Norse Atlantic Airways,flynorse.com,Arendal,Agder,NOR,411,http://www.linkedin.com/company/flynorse,2021,Airlines and Aviation,600,604,15000000,,,,,,,,https://www.growjo.com/company/Norse_Atlantic_Airways,https://www.indeed.com/jobs?q=company%3A(Norse Atlantic Airways),427%,For Contact Direct Phone Numbers and Emails see Lead411
Nord Security,nordsecurity.com,Vilnius,,Lithuania,957,,,Cybersecurity,601,605,,,,"General Catalyst, BaltCap, Novator Partners",,,1600000000,$100 M,https://www.growjo.com/company/Nord_Security,https://www.indeed.com/jobs?q=company%3A(Nord Security),55%,For Contact Direct Phone Numbers and Emails see Lead411
Sayari Labs,sayari.com,Washington,DC,United States,140,http://www.linkedin.com/company/sayarilabs,2015,Tech Services,602,606,22913625,1,,,,,,$94.7M,https://www.growjo.com/company/Sayari_Labs,https://www.indeed.com/jobs?q=company%3A(Sayari Labs),67%,For Contact Direct Phone Numbers and Emails see Lead411
Prime Trust,primetrust.com,Las Vegas,NV,United States,315,http://www.linkedin.com/company/primetrust,2016,Fintech,603,607,54648100,1,"Payments, Blockchain / Cryptocurrency",,,,,$69M,https://www.growjo.com/company/Prime_Trust,https://www.indeed.com/jobs?q=company%3A(Prime Trust),36%,For Contact Direct Phone Numbers and Emails see Lead411
Airbase,airbase.com,San Francisco,CA,United States,303,http://www.linkedin.com/company/airbaseinc,2017,Fintech,604,608,52501800,12,saas,,,,,$90.5M,https://www.growjo.com/company/Airbase,https://www.indeed.com/jobs?q=company%3A(Airbase),22%,For Contact Direct Phone Numbers and Emails see Lead411
Evolution Travel,evotravelagent.com,Henderson,NV,United States,257,http://www.linkedin.com/company/evolutiontravel,1979,Leisure,605,609,98353750,1,,,,,,,https://www.growjo.com/company/Evolution_Travel,https://www.indeed.com/jobs?q=company%3A(Evolution Travel),394%,For Contact Direct Phone Numbers and Emails see Lead411
Menlo Micro,menlomicro.com,Irvine,CA,United States,75,http://www.linkedin.com/company/menlo-micro,2016,Semiconductors,606,610,21725000,1,,,,,,$77.5M,https://www.growjo.com/company/Menlo_Micro,https://www.indeed.com/jobs?q=company%3A(Menlo Micro),50%,For Contact Direct Phone Numbers and Emails see Lead411
Kitchen United,kitchenunited.com,Pasadena,CA,United States,183,http://www.linkedin.com/company/kitchen-united,,Food,607,611,55728000,11,,,,,,$50M,https://www.growjo.com/company/Kitchen_United,https://www.indeed.com/jobs?q=company%3A(Kitchen United),45%,For Contact Direct Phone Numbers and Emails see Lead411
Easol,easol.com,London,,UK,80,http://www.linkedin.com/company/easolhq,2018,Tech Services,608,612,12035000,1,,,,,,,https://www.growjo.com/company/Easol,https://www.indeed.com/jobs?q=company%3A(Easol),321%,For Contact Direct Phone Numbers and Emails see Lead411
Orca Security,orca.security,Portland,OR,United States,445,http://www.linkedin.com/company/orca-security,2019,IT Security,609,613,120990360,2,saas,"Redpoint Ventures, capitalG, ICONIQ Growth",,,1800000000,$632M,https://www.growjo.com/company/Orca_Security,https://www.indeed.com/jobs?q=company%3A(Orca Security),39%,For Contact Direct Phone Numbers and Emails see Lead411
Gao Tek,gaotek.com,Manhattan,ON,Canada,487,http://www.linkedin.com/company/gaotek,2005,Telecom,610,614,223437500,1,"Manufacturing, Engineering Firms",,,,,,https://www.growjo.com/company/Gao_Tek,https://www.indeed.com/jobs?q=company%3A(Gao Tek),424%,For Contact Direct Phone Numbers and Emails see Lead411
AccioJob,acciojob.com,Gurgaon,,India,689,http://www.linkedin.com/company/acciojob,2018,HR,611,615,100881900,1,,,,,,,https://www.growjo.com/company/AccioJob,https://www.indeed.com/jobs?q=company%3A(AccioJob),465%,For Contact Direct Phone Numbers and Emails see Lead411
AccioJob,bit.ly/3wbh3rf,Gurgaon,,Ind,689,https://www.linkedin.com/company/acciojob,2018,E-Learning Providers,612,616,,,,,,,,,https://www.growjo.com/company/AccioJob,https://www.indeed.com/jobs?q=company%3A(AccioJob),465%,For Contact Direct Phone Numbers and Emails see Lead411
Netlify,netlify.com,San Francisco,CA,United States,285,http://www.linkedin.com/company/netlify,2015,DevOps,613,617,44999500,15,"Consulting,Information Security,Network / Hosting / Infrastructure,Security,Software Development, saas","Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",,B2B,2000000000,$202.1M,https://www.growjo.com/company/Netlify,https://www.indeed.com/jobs?q=company%3A(Netlify),31%,For Contact Direct Phone Numbers and Emails see Lead411
Databook,trydatabook.com,Palo Alto,CA,United States,171,http://www.linkedin.com/company/databook-labs-inc.,,Tech Services,614,618,28057500,1,,,,,,$71M,https://www.growjo.com/company/Databook,https://www.indeed.com/jobs?q=company%3A(Databook),92%,For Contact Direct Phone Numbers and Emails see Lead411
K Health,khealth.ai,New York,NY,United States,402,http://www.linkedin.com/company/khealthinc,2016,Digital Health,615,619,75031600,21,saas,"Max Ventures, Mangrove Capital Partners, 14W",,,1500000000,$271.3M,https://www.growjo.com/company/K_Health,https://www.indeed.com/jobs?q=company%3A(K Health),9%,For Contact Direct Phone Numbers and Emails see Lead411
Twig,twigcard.com,London,,UK,84,http://www.linkedin.com/company/twigofficial,,Finance,616,620,18480000,1,,,,,,$40.6M,https://www.growjo.com/company/Twig,https://www.indeed.com/jobs?q=company%3A(Twig),320%,For Contact Direct Phone Numbers and Emails see Lead411
IRONSCALES,ironscales.com,Tel Aviv,,Israel,162,http://www.linkedin.com/company/ironscales,2013,IT Security,617,621,37281000,4,Cyber Security,,,,,$95M,https://www.growjo.com/company/IRONSCALES,https://www.indeed.com/jobs?q=company%3A(IRONSCALES),175%,For Contact Direct Phone Numbers and Emails see Lead411
Applied Intuition,appliedintuition.com,Mountain View,CA,USA,322,http://www.linkedin.com/company/applied-intuition-inc,,Analytics,618,622,60096400,68,saas,"Andreessen Horowitz, Lux Capital, General Catalyst",,,3600000000,$351.5M,https://www.growjo.com/company/Applied_Intuition,https://www.indeed.com/jobs?q=company%3A(Applied Intuition),75%,For Contact Direct Phone Numbers and Emails see Lead411
Baldwin Risk Partners,baldwinriskpartners.com,Tampa,FL,United States,601,http://www.linkedin.com/company/baldwin-risk-partners,2011,Insurance,619,623,477740000,1,,,,,3484000000,$24.2M,https://www.growjo.com/company/Baldwin_Risk_Partners,https://www.indeed.com/jobs?q=company%3A(Baldwin Risk Partners),62%,For Contact Direct Phone Numbers and Emails see Lead411
Impartner Software,impartner.com,South Jordan,UT,United States,216,http://www.linkedin.com/company/impartnersoftware,1997,Salestech,620,624,34163500,11,"Customer Support,Finance,Marketing saas",Emergence Capital,,B2B,,$110M,https://www.growjo.com/company/Impartner_Software,https://www.indeed.com/jobs?q=company%3A(Impartner Software),14%,For Contact Direct Phone Numbers and Emails see Lead411
DroneUp,droneup.com,Virginia Beach,VA,United States,408,http://www.linkedin.com/company/godroneup,,Aviation,621,625,164205000,1,,,,,,,https://www.growjo.com/company/DroneUp,https://www.indeed.com/jobs?q=company%3A(DroneUp),292%,For Contact Direct Phone Numbers and Emails see Lead411
